,genero,edad,ubicacion,ubicacion_otra,opinion,actividades,actividades_open,circulacion,circulacion_open,id_encuestado,fecha,ubicacion_tot
365,Hombre,Entre 46 y 55 años,Otra provincia,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Inmobiliaria,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 1:54:33 PM",Otra provincia
366,Hombre,Entre 36 y 45 años,Otra provincia,Córdoba,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Soy gasista y Herrero y la pandemia paralizó todas las obras,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Creo que las provincias deberían arreglarse con sus propios productos hasta que pase la pandemia.. ,,"6/30/2020, 2:05:37 PM",Córdoba
367,Hombre,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Empleado municipal,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"La transmisión del virus, cualquiera puede ser portador y expandir la pandemia.",,"6/30/2020, 2:32:26 PM",Córdoba
368,Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",En el trabajo no hay protocolo sanitario,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solo provincias sin casos,,"6/30/2020, 2:37:00 PM",Provincia de Buenos Aires
369,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es un derecho!!,,"6/30/2020, 3:02:25 PM",Provincia de Buenos Aires
370,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","Reparo máquinas cortacésped en campos de golf , hace 100 días no trabajo",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Creo que hay que blindar no solo provincias sino también municipios , nadie entra ni sale quien sea esencial que le den hospedaje en cercanía de su trabajo , así los lugares libres de virus pueden retornar a la normalidad",,"6/30/2020, 3:42:57 PM",Provincia de Buenos Aires
371,Hombre,Entre 46 y 55 años,Otra provincia,Chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Viajante,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Tendriamos que vontrolar mas.la circulacion,,"6/30/2020, 3:43:22 PM",Chubut
372,Hombre,Entre 56 y 65 años,Otra provincia,Entre Ríos,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online","Periodista, pero no puedo trabajar como mago.",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Puede haber ciertos contoles.,,"6/30/2020, 3:59:08 PM",Entre Ríos
373,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Necesaria ,,"6/30/2020, 4:32:54 PM",Provincia de Buenos Aires
374,Hombre,Entre 46 y 55 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Panadería rubro esencial ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"El amba y caba están demasiado complicadas, no es conveniente que ese sector circule x el resto del país.",,"6/30/2020, 5:31:23 PM",Córdoba
375,Hombre,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Profesor Universitario. Consultor. Profesional independiente.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Debe permitirse con los controles de salud necesarios.,,"6/30/2020, 7:03:24 PM",Córdoba
376,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Educación . Profesional independiente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 7:08:02 PM",Provincia de Buenos Aires
377,Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Distribucion energia eléctrica ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Solo podrían circular camiones transportando mercadería,,"6/30/2020, 7:20:31 PM",Santa Fe
378,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Esto es un disparate ya no es cuarentena es manejarle la vida a la gente es un orden politico si se empezo tan temprano para no llegar a esto y se llego a esto es xq hay un orden de manipuliar a la gente,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No por el momento dejen q otras provincias se lberen aca hasta q no terminen con esto no hay que ir a otras provincias,,"6/30/2020, 7:26:58 PM",Provincia de Buenos Aires
379,Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 7:40:51 PM",Ciudad Autónoma de Buenos Aires
380,Hombre,Entre 46 y 55 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,estoy recién operado no puedo trabajar,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,tomando conciencia no va a haber contagios,,"6/30/2020, 8:04:23 PM",Córdoba
381,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Chofer remis,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Bien,,"6/30/2020, 8:20:30 PM",Provincia de Buenos Aires
382,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:42:49 PM",Provincia de Buenos Aires
383,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 8:58:43 PM",Provincia de Buenos Aires
384,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 9:14:35 PM",Provincia de Buenos Aires
385,Hombre,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Empleado administrativo.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Es ahi donde se tiene que testear al ciudadano. Al entrar a una provincia o lo mismo en CABA, con registro de la identidad de esa muestra. Un papelito con permiso o una aplicación que me permita circular, no garantiza nada. Error de medidas de este gobierno.",,"6/30/2020, 9:26:56 PM",Ciudad Autónoma de Buenos Aires
386,Hombre,Entre 46 y 55 años,Otra provincia,Catamarca,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Sólo que circulen los que no tengan síntomas, o posean un testeo reciente ",,"6/30/2020, 9:27:07 PM",Catamarca
387,Hombre,Entre 46 y 55 años,Otra provincia,Tucumán,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Tengo la suerte de tener un trabajo fijo, que puede ser realizado on line",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Sólo debería en permitirse entre aquellas provincias que estén en situación similar respecto a la pandemia,,"6/30/2020, 9:57:17 PM",Tucumán
388,Hombre,Entre 46 y 55 años,Otra provincia,Neuquén,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Sistemas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Mucha circulacion y tomar temperatura no alcanza. Falta personal para conrrol.,,"6/30/2020, 10:16:00 PM",Neuquén
389,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 10:23:52 PM",Provincia de Buenos Aires
390,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial","Siempre junto al campo , jamas contra el campo",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Somos libres y responsables el q no cumpla q vaya preso,,"6/30/2020, 10:41:25 PM",Provincia de Buenos Aires
391,,,,,,,,,,IDLE DATA,"6/30/2020, 10:52:44 PM",
392,Hombre,Entre 46 y 55 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Empleado público.con licencia,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No es necesario..se evita muchos contagios,,"6/30/2020, 11:05:49 PM",Misiones
393,Hombre,Entre 56 y 65 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Que es importante para ver a familiares amigos realizar compras  etc,,"6/30/2020, 11:07:00 PM",Río Negro
394,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/30/2020, 11:44:15 PM",Provincia de Buenos Aires
395,Hombre,Entre 46 y 55 años,Otra provincia,,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",buscavidas,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 1:31:28 AM",Otra provincia
396,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:28:51 AM",Provincia de Buenos Aires
397,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Gasista,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Buenísimo,,"7/1/2020, 7:30:47 AM",Provincia de Buenos Aires
398,Hombre,Entre 46 y 55 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo","Me dejaron sin trabajo por está cuarentena, chófer de larga distancia y, ahora nadien te da una mano. Anses es lamentable, quiero ver si puedo cobrar un fondo de desempleo, esto es cada vez más doficil. Este gobierno nacional nos quieren a todos de la clase media pobres, todavía se dan el lujo de bloquearte el Facebook, son una vergüenza nacional nuestros representante políticos ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Este gobierno nacional quiere que las provincias estén divididas. tendríamos que circular libremente por todo el país ,,"7/1/2020, 10:27:55 AM",Chubut
399,Hombre,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Desempleado gracias a la pandemia y la mala actuación del gobierno,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con los cuidados nesesarios se puede sircular,,"7/1/2020, 10:38:37 AM",Provincia de Buenos Aires
400,Hombre,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Agricultor,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 11:08:26 AM",Mendoza
401,Hombre,Entre 46 y 55 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Comercio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Hay provincias y ciudades y pueblos que están totalmente controladas, en esos lugares se podría ser menos estrictos..",,"7/1/2020, 11:53:18 AM",Río Negro
402,Hombre,Entre 46 y 55 años,Otra provincia,Mendoza,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 12:02:55 PM",Mendoza
403,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Operador de equipos pesados.. ( maquinaria vial),Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con los controles nesesarios se puede circular,,"7/1/2020, 12:37:55 PM",Provincia de Buenos Aires
404,Hombre,Entre 56 y 65 años,Otra provincia,Tierra del Fuego,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Empleado de una empresa,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,No está bien tendrían que esperar un tiempo y hacer una campaña más cevera de concientización de cuidados personales por éste tema del contagio,,"7/1/2020, 12:54:57 PM",Tierra del Fuego
405,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:42:54 PM",Provincia de Buenos Aires
406,Hombre,Entre 46 y 55 años,Otra provincia,Chaco,,"No, todavía no pude volver a hacerlo",Emplwado publico,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con las nomas de bioseguridad ,,"7/1/2020, 2:53:52 PM",Chaco
407,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Trabajo en curtiembre,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario,,"7/1/2020, 3:15:13 PM",Provincia de Buenos Aires
408,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,,Comerciante. En mi ciudad mi actividad está funcionando con los cuidados del caso. ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Considero que se deben ir abriendo actividades como turismo, confiterías, comunicación entre ciudades, etc. Todo con los cuidados y el distanciamiento necesarios. Por otra parte, hay que ver cuál es la verdadera dimensión de la epidemia en nuestro país y en el AMBA fundamentalmente ya que están haciendo 7000 testeos por 1.000.000 de habitantes a una tasa del 40% positivos. Eso da unos 6.000.000 de personas infectadas. Entonces uno se pregunta dónde está la verdad, cuál es el número de infectados y cuál es la tasa real de mortalidad del virus, entre otras cuestiones. ",,"7/1/2020, 5:03:27 PM",Provincia de Buenos Aires
409,Hombre,Entre 46 y 55 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Realizó mis tareas de forma remota (internet) y con el teléfono,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Circular entre provincias es ayudar a la circulación del virus y eso generaría que el contagio sea exponencial,,"7/1/2020, 5:16:38 PM",Santa Fe
410,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Monotributista,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con controles por ahora. ,,"7/1/2020, 9:03:06 PM",Provincia de Buenos Aires
411,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Mientras haya pandemia difícil, pero ciertos casos deberían ser autorizados ",,"7/1/2020, 9:18:33 PM",Provincia de Buenos Aires
412,Hombre,Entre 56 y 65 años,Otra provincia,Tucumán,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Soy docente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Es necesario ,,"7/1/2020, 9:26:33 PM",Tucumán
413,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 10:07:13 PM",Provincia de Buenos Aires
